Copyright (C) 2006-2011
Gaia Data Processing and Analysis Consortium

THIS IS AN AUTOMATICALLY GENERATED FILE - DO NOT EDIT!

The file has been automatically generated from the contents of the
Gaia Parameter Database at the URL
    http://gaia.esac.esa.int/gpdb
Version -live (r.231494)-2012-05-18T04:59:16

Please report any problems arising from the usage of this file to
the Gaia Librarian gaialib@rssd.esa.int

Name,Value,Unit,Basic,Scalar,Description,Source,Expression,LaTeX label,Last modified
Satellite_RVSDeadTime_CosmeticDefects,[1.53 1.53 1.53 ],%,false,true,"Dead time due to CCD cosmetic defects (dead columns, bright pixels, etc.), in units of percents of the operational lifetime. The numerical values are based on the beginning-of-life (BoL) CCD cosmetics (3 dead colums per CCD). The vector elements refer to [G_RVS = 10.0 mag, G_RVS = 15.0 mag, G_RVS = 16.5 mag]. The estimates remain to be updated for end-of-life (EoL) values of dead columns/pixels","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1","100 * Window_Width * (3 / :Satellite:CCD_NumberOfColumns), 100 * 10 * (3 / :Satellite:CCD_NumberOfColumns), 100 * 10 * (3 / :Satellite:CCD_NumberOfColumns)","",2011-08-22T11:00:00
Satellite_RVSDeadTime_TelemetryFrameLosses,0.002,%,false,true,"Dead time due to downlink telemetry-frame losses, in units of percents of the operational lifetime, assuming a nominal frame-loss probability (FLP = 1E-3%; see parameter :GroundSegment:Downlink_ProbabilityOfFrameLoss_Nominal). A transfer frame contains multiple star packets, as reflected in the calculation. EADS-Astrium assume a smallest star-packet size, after compression, of 7210 bits for SP2 (compare with :Satellite:PDHS:StarPacket_SizeAfterCompression_SP2Class2)","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1",":GroundSegment:Downlink_ProbabilityOfFrameLoss_Nominal * round(:Satellite:CDMS:TransferFrame_DataField / :Satellite:PDHS:StarPacket_SizeAfterCompression_SP2Class2[1] + 0.5)","",2009-08-14T18:00:00
Satellite_RVSDeadTime_Selection_BrightStars,0.21,%,false,true,"Dead time related to a lack of serial samples at resource-allocation (selection) level caused by the simultaneous presence of bright stars (class 0), in units of percents of the operational lifetime","EADS-Astrium, 3 March 2011, 'Dead-time budget', GAIA.ASF.TCN.SAT.00133, issue 5, revision 1",":Satellite:RP:DeadTime_Selection_BrightStars + 2.6E-5","",2011-03-17T12:00:00
Satellite_RVSFocalPlane_StarFlowRate_AL_Average,47,star s^-1,false,true,"Average rate at which stars (G_RVS (= C1M861 = RVF) <= 17.00 mag) transit the RVS part of the focal plane ('average star flow per viewing direction/telescope'). Caution: the brighter star-selection limiting magnitude of RVS compared to SM/AF/BP/RP (G_RVS = 17.00 mag versus G = 20.00 mag, respectively; see parameters Selection_Magnitude_Maximum) is assumed to correspond to a factor :Nature:Sky_StarDensity_RVSReductionFactor reduction in the number of stars","","(:Nature:Sky_StarDensity_Average / :Nature:Sky_StarDensity_RVSReductionFactor) * :Satellite:FoV_AC_Active * :Satellite:ScanRate_Nominal / 3600","",2006-03-01T09:00:00
Satellite_RVSFocalPlane_StarFlowRate_AL_Typical,281,star s^-1,false,true,"Typical rate at which stars (G_RVS (= C1M861 = RVF) <= 17.00 mag) transit the RVS part of the focal plane ('typical star flow per viewing direction/telescope'). Caution: the brighter star-selection limiting magnitude of RVS compared to SM/AF/BP/RP (G_RVS = 17.00 mag versus G = 20.00 mag, respectively; see parameters Selection_Magnitude_Maximum) is assumed to correspond to a factor :Nature:Sky_StarDensity_RVSReductionFactor reduction in the number of stars","","(:Nature:Sky_StarDensity_Typical / :Nature:Sky_StarDensity_RVSReductionFactor) * :Satellite:FoV_AC_Active * :Satellite:ScanRate_Nominal / 3600","",2006-03-01T09:00:00
Satellite_RVSFocalPlane_StarFlowRate_AL_Design,1123,star s^-1,false,true,"Design-value of the rate at which stars (G_RVS (= C1M861 = RVF) <= 17.00 mag) transit the RVS part of the focal plane ('design-value of the star flow per viewing direction/telescope'). Caution: the brighter star-selection limiting magnitude of RVS compared to SM/AF/BP/RP (G_RVS = 17.00 mag versus G = 20.00 mag, respectively; see parameters Selection_Magnitude_Maximum) is assumed to correspond to a factor :Nature:Sky_StarDensity_RVSReductionFactor reduction in the number of stars","","(:Nature:Sky_StarDensity_Design / :Nature:Sky_StarDensity_RVSReductionFactor) * :Satellite:FoV_AC_Active * :Satellite:ScanRate_Nominal / 3600","",2006-03-01T09:00:00
Satellite_RVSFocalPlane_StarFlowRate_AL_WorstCase,5616,star s^-1,false,true,"Maximum rate at which stars (G_RVS (= C1M861 = RVF) <= 17.00 mag) transit the RVS part of the focal plane ('maximum star flow per viewing direction/telescope'). Caution: the brighter star-selection limiting magnitude of RVS compared to SM/AF/BP/RP (G_RVS = 17.00 mag versus G = 20.00 mag, respectively; see parameters Selection_Magnitude_Maximum) is assumed to correspond to a factor :Nature:Sky_StarDensity_RVSReductionFactor reduction in the number of stars","","(:Nature:Sky_StarDensity_WorstCase / :Nature:Sky_StarDensity_RVSReductionFactor) * :Satellite:FoV_AC_Active * :Satellite:ScanRate_Nominal / 3600","",2006-03-01T09:00:00
Satellite_RVSFocalPlane_StarProcessingRate_Average,80,star s^-1,false,true,"Average rate at which stars (G_RVS (= C1M861 = RVF) <= 17.00 mag) are being processed in RVS (per viewing direction/telescope; the effects of star detection and confirmation probabilities, crowding, etc., are not included). Caution: the brighter star-selection limiting magnitude of RVS compared to SM/AF/BP/RP (G_RVS = 17.00 mag versus G = 20.00 mag, respectively; see parameters Selection_Magnitude_Maximum) is assumed to correspond to a factor :Nature:Sky_StarDensity_RVSReductionFactor reduction in the number of stars","","(:Nature:Sky_StarDensity_Average / :Nature:Sky_StarDensity_RVSReductionFactor) * FoV_Active / :Satellite:CCD_ExposureTime","",2006-03-01T09:00:00
Satellite_RVSFocalPlane_StarProcessingRate_Typical,481,star s^-1,false,true,"Typical rate at which stars (G_RVS (= C1M861 = RVF) <= 17.00 mag) are being processed in RVS (per viewing direction/telescope; the effects of star detection and confirmation probabilities, crowding, etc., are not included). Caution: the brighter star-selection limiting magnitude of RVS compared to SM/AF/BP/RP (G_RVS = 17.00 mag versus G = 20.00 mag, respectively; see parameters Selection_Magnitude_Maximum) is assumed to correspond to a factor :Nature:Sky_StarDensity_RVSReductionFactor reduction in the number of stars","","(:Nature:Sky_StarDensity_Typical / :Nature:Sky_StarDensity_RVSReductionFactor) * FoV_Active / :Satellite:CCD_ExposureTime","",2006-03-01T09:00:00
Satellite_RVSFocalPlane_StarProcessingRate_Design,1924,star s^-1,false,true,"Design-value of the rate at which stars (G_RVS (= C1M861 = RVF) <= 17.00 mag) are being processed in RVS (per viewing direction/telescope; the effects of star detection and confirmation probabilities, crowding, etc., are not included). Caution: the brighter star-selection limiting magnitude of RVS compared to SM/AF/BP/RP (G_RVS = 17.00 mag versus G = 20.00 mag, respectively; see parameters Selection_Magnitude_Maximum) is assumed to correspond to a factor :Nature:Sky_StarDensity_RVSReductionFactor reduction in the number of stars","","(:Nature:Sky_StarDensity_Design / :Nature:Sky_StarDensity_RVSReductionFactor) * FoV_Active / :Satellite:CCD_ExposureTime","",2006-03-01T09:00:00
Satellite_RVSFocalPlane_StarProcessingRate_WorstCase,9621,star s^-1,false,true,"Maximum rate at which stars (G_RVS (= C1M861 = RVF) <= 17.00 mag) are being processed in RVS (per viewing direction/telescope; the effects of star detection and confirmation probabilities, crowding, etc., are not included). Caution: the brighter star-selection limiting magnitude of RVS compared to SM/AF/BP/RP (G_RVS = 17.00 mag versus G = 20.00 mag, respectively; see parameters Selection_Magnitude_Maximum) is assumed to correspond to a factor :Nature:Sky_StarDensity_RVSReductionFactor reduction in the number of stars","","(:Nature:Sky_StarDensity_WorstCase / :Nature:Sky_StarDensity_RVSReductionFactor) * FoV_Active / :Satellite:CCD_ExposureTime","",2006-03-01T09:00:00
Satellite_RVSFoV_AC,0.39367,deg,false,true,"Total FoV (i.e., including dead zones between CCDs) in the across-scan direction per viewing direction (telescope)","","(CCD_Number_AC * :Satellite:CCD_LightSensitiveArea_AC_MilliMeter + (CCD_Number_AC - 1) * :Satellite:CCD_DeadZone_AC_MilliMeter) / (3600 * 1.0E-3 * :Satellite:FocalPlane_PlateScale)","",2006-03-01T09:00:00
Satellite_RVSFoV_AC_Active,0.38621,deg,false,true,"Total actice FoV (i.e., excluding dead zones between CCDs) in the across-scan direction per viewing direction (telescope)","","CCD_Number_AC * :Satellite:CCD_LightSensitiveArea_AC_MilliMeter / (3600 * 1.0E-3 * :Satellite:FocalPlane_PlateScale)","",2006-03-01T09:00:00
Satellite_RVSFoV_AL,0.23511,deg,false,true,"Total FoV (i.e., including dead zones between CCDs) of RVS in the along-scan direction","","(CCD_Number_AL * :Satellite:CCD_LightSensitiveArea_AL_MilliMeter + (CCD_Number_AL - 1) * :Satellite:CCD_DeadZone_AL_MilliMeter) / (3600 * 1.0E-3 * :Satellite:FocalPlane_PlateScale)","",2006-08-30T14:00:00
Satellite_RVSFoV_AL_Active,0.22070,deg,false,true,"Total active FoV (i.e., excluding dead zones between CCDs) of RVS in the along-scan direction","","CCD_Number_AL * :Satellite:CCD_LightSensitiveArea_AL_MilliMeter / (3600 * 1.0E-3 * :Satellite:FocalPlane_PlateScale)","",2006-03-01T09:00:00
Satellite_RVSFoV,0.09256,deg^2,false,true,"Total FoV (i.e., including dead zones between CCDs) of RVS","","FoV_AL * FoV_AC","",2006-08-30T14:00:00
Satellite_RVSFoV_Active,0.08524,deg^2,false,true,"Total active FoV (i.e., excluding dead zones between CCDs) of RVS","","FoV_AL_Active * FoV_AC_Active","\Omega",2006-03-01T09:00:00
Satellite_RVSFoV_AreaSwept_AL_Active,0.00644,deg^2 s^-1,false,true,"Total active RVS FoV (i.e., excluding dead zones between CCDs) swept out per second","",":Satellite:RVS:FoV_AC_Active * :Satellite:ScanRate_Nominal / 3600","",2008-01-23T17:00:00
Satellite_RVSFoV_NumberOfTransits_AL_Total,[21.2 14.9 14.9 ],,false,true,"Average number of RVS transits (per viewing direction/telescope) over the nominal effective operational lifetime, assuming uniform sky coverage (the effect of faint-object, spectroscopic-data dead time is taken into account; star detection and confirmation probabilities, crowding, etc., are not included). The vector elements refer to [G = 10.0 mag, G = 15.0 mag, G = 17.5 mag]","","FoV_TransitTime_AL_ActiveTotal[0] / FoV_TransitTime_AL_Active, FoV_TransitTime_AL_ActiveTotal[1] / FoV_TransitTime_AL_Active, FoV_TransitTime_AL_ActiveTotal[2] / FoV_TransitTime_AL_Active","N",2006-03-01T09:00:00
Satellite_RVSFoV_TransitTime_AL_Active,13.242,s,false,true,"Active transit time (i.e., excluding dead zones between CCDs), in the along-scan direction, of RVS; this parameter thus equals the effective exposure time per FoV transit, although any permanent TDI-gate activation is not included in the calculations","","3600 * FoV_AL_Active / (:Satellite:ScanRate_Nominal)","\tau",2006-03-01T09:00:00
Satellite_RVSFoV_TransitTime_AL_ActiveTotal,[280.805 197.205 197.226 ],s,false,true,"Average effective (active) total transit time in RVS over the nominal effective operational lifetime, assuming uniform sky coverage (the effects of CCD dead zones and faint-object, spectrocopic-data dead time are taken into account). This parameter thus equals the effective exposure time per viewing direction (telescope) integrated over the mission, although any permanent TDI-gate activation is not included in the calculations. The vector elements refer to [G = 10.0 mag, G = 15.0 mag, G = 17.5 mag]","",":Mission:RVS:LifeTime_OperationalPhase_Effective[0] * :Nature:JulianYear_Day * :Nature:Day_Second * FoV_Active / :Nature:FourPiSteradian_DegreeSquare, :Mission:RVS:LifeTime_OperationalPhase_Effective[1] * :Nature:JulianYear_Day * :Nature:Day_Second * FoV_Active / :Nature:FourPiSteradian_DegreeSquare, :Mission:RVS:LifeTime_OperationalPhase_Effective[2] * :Nature:JulianYear_Day * :Nature:Day_Second * FoV_Active / :Nature:FourPiSteradian_DegreeSquare","T",2006-03-01T09:00:00
Satellite_RVSFoV_NumberOfStars_Average,355,star,false,true,"Average number of stars (G_RVS (= C1M861 = RVF) <= 17.00 mag) present in the active RVS FoV at each instant of time. Caution: the brighter star-selection limiting magnitude of RVS compared to SM/AF/BP/RP (G_RVS = 17.00 mag versus G = 20.00 mag, respectively; see parameters Selection_Magnitude_Maximum) is assumed to correspond to a factor :Nature:Sky_StarDensity_RVSReductionFactor reduction in the number of stars","",":Nature:Sky_StarDensity_Average * FoV_Active / :Nature:Sky_StarDensity_RVSReductionFactor","",2006-03-01T09:00:00
Satellite_RVSFoV_NumberOfStars_Design,8499,star,false,true,"Design-value of the number of stars (C1M861 = 17.00 mag) present in the active RVS FoV at each instant of time. Caution: the brighter star-selection limiting magnitude of RVS compared to SM/AF/BP/RP (G_RVS = 17.00 mag versus G = 20.00 mag, respectively; see parameters Selection_Magnitude_Maximum) is assumed to correspond to a factor :Nature:Sky_StarDensity_RVSReductionFactor reduction in the number of stars","",":Nature:Sky_StarDensity_Design * FoV_Active / :Nature:Sky_StarDensity_RVSReductionFactor","",2006-03-01T09:00:00
Satellite_RVSFoV_NumberOfStars_Typical,2125,star,false,true,"Typical number of stars (G_RVS (= C1M861 = RVF) <= 17.00 mag) present in the active RVS FoV at each instant of time. Caution: the brighter star-selection limiting magnitude of RVS compared to SM/AF/BP/RP (G_RVS = 17.00 mag versus G = 20.00 mag, respectively; see parameters Selection_Magnitude_Maximum) is assumed to correspond to a factor :Nature:Sky_StarDensity_RVSReductionFactor reduction in the number of stars","",":Nature:Sky_StarDensity_Typical * FoV_Active / :Nature:Sky_StarDensity_RVSReductionFactor","",2006-03-01T09:00:00
Satellite_RVSFoV_NumberOfStars_WorstCase,42495,star,false,true,"Maximum number of stars (G_RVS (= C1M861 = RVF) <= 17.00 mag) present in the active RVS FoV at some instant of time. Caution: the brighter star-selection limiting magnitude of RVS compared to SM/AF/BP/RP (G_RVS = 17.00 mag versus G = 20.00 mag, respectively; see parameters Selection_Magnitude_Maximum) is assumed to correspond to a factor :Nature:Sky_StarDensity_RVSReductionFactor reduction in the number of stars","",":Nature:Sky_StarDensity_WorstCase * FoV_Active / :Nature:Sky_StarDensity_RVSReductionFactor","",2006-03-01T09:00:00
Satellite_RVSMagnitude_MinimumLR,10.00,mag,false,true,"Bright G_RVS magnitude limit of the RVS-LR mode. Objects brighter than this magnitude are observed in RVS-HR mode. The current numerical value of the threshold magnitude is the default value. In practice, this value will remain changable throughout the mission from the ground","ESA, 11 March 2010, 'Gaia mission requirements document (MRD)', issue 3, revision 0, GAIA-EST-RD-00553, Requirement SCI-509","Magnitude_MaximumHR","G_{\rm RVS,HR/LR}",2006-11-20T15:00:00
Satellite_RVSOptics_Attenuation_ParticulateAndMolecularContamination,8.69,%,false,true,"Effective, worst-case, beginning-of-life reflectivity/transmissivity attenuation of the RVS field of view (averaged over the two viewing directions) caused by particulate and molecular contamination of all optics and detectors, conservatively ignoring the in-obit de-contamination / payload out-gassing phase","EADS-Astrium, 25 February 2011, 'Science Performance Budget Report', GAIA.ASF.RP.SAT.00005, issue 5, revision 0, based on EADS-Astrium, 30 November 2011, 'Gaia payload contamination analysis', GAIA.ASF.TCN.PLM.00036, issue 4, revision 0","((4.9+1.6*2.4)+(4.8+1.6*2.4))/2","",2012-01-12T17:00:00
Satellite_RVSOptics_Rugosity_Effective,6.24,nm,false,true,"For a wavelength \lambda [nm], the effective reflectivity/transmissivity attenuation linked to scattered light caused by surface rugosity equals \exp[-4.6 * (2 \pi / \lambda [nm])^2 * (SUM)], where SUM = SUM_{\rm optical surfaces} (\Delta n * rugosity [nm])^2, with rugosity the surface rugosity of the optical surface and \Delta n the difference between the refractive index before and after the optical surface, i.e., \Delta n = 2.0 for reflection on a mirror and \Delta n = 0.5 for transmission through glass/vacuum diopters. This parameter defines the effective rugosity of the RVS instrument (including the telescope), i.e., SQRT(SUM). The surface rugosity equals 2 nm RMS for the M1 mirror and 1 nm RMS for all other surfaces (M2-M6 mirrors, BP/RP prism faces, RVS OMA prism faces, RVS grating faces, and RVS filter-plate faces)","EADS-Astrium, 25 February 2011, 'Science Performance Budget Report', GAIA.ASF.RP.SAT.00005, issue 5, revision 0","sqrt(pow(2.0*2.0;2) + pow(2.0*1.0;2) + pow(2.0*1.0;2) + pow(2.0*1.0;2) + pow(2.0*1.0;2) + pow(2.0*1.0;2) + pow(0.5*1.0;2) + pow(0.5*1.0;2) + pow(0.5*1.0;2) + pow(0.5*1.0;2) + pow(0.5*1.0;2) + pow(0.5*1.0;2) + pow(0.5*1.0;2) + pow(0.5*1.0;2) + pow(0.5*1.0;2) + pow(0.5*1.0;2) + pow(0.5*1.0;2) + pow(0.5*1.0;2))","",2010-09-10T14:00:00
Satellite_RVSPrism_Transmissivity_860nm,[0.987 0.982 0.983 0.983 ],,false,true,"Transmission of the fused-Silica prisms in the RVS optics at 860 nm. Each prism has two surfaces, both of which have an anti-reflection coating. According to the reference document, the fused-Silica bulk transmission can be derived as 10^(d*k), with k = log10(0.9998)/10 and d the path length in fused Silica in units of mm (parameter :Satellite:RVS:Prism_Thickness; see also parameter :Nature:FusedSilica_Transmissivity_10mm). The vector elements of this parameter refer to the four RVS prisms (see parameter Spectrometer_NumberOfPrisms), named WL1, PR2, PR3, and WL4","EADS-Astrium, 18 April 2011, 'RVS OMA budget report', GAIA.ASF.BG.PLM.00016, issue 6, revision 0","0.994 * 0.994 * pow(10.0; Prism_Thickness[0] * log10(0.9998)/10), 0.991 * 0.991 * pow(10.0; Prism_Thickness[1] * log10(0.9998)/10), 0.992 * 0.992 * pow(10.0; Prism_Thickness[2] * log10(0.9998)/10), 0.992 * 0.992 * pow(10.0; Prism_Thickness[3] * log10(0.9998)/10)","",2011-08-25T12:00:00
Satellite_RVSSky_NumberOfPhotoElectrons,0.756,e^- s^-1 arcsec^-2 FoV^-1,false,true,"Number of detected photo-electrons per arcsec^2 per s per telescope (viewing direction) for a typical sky-background surface brightness (:Nature:Sky_SurfaceBrightness_Average)","","pow(10.0; -0.4 * (:Nature:Sky_SurfaceBrightness_Average - (:Satellite:Magnitude_VMinGRVS_VMinI[0] + :Satellite:Magnitude_VMinGRVS_VMinI[1] * :Nature:Sun_VMinI + :Satellite:Magnitude_VMinGRVS_VMinI[2] * :Nature:Sun_VMinI * :Nature:Sun_VMinI + :Satellite:Magnitude_VMinGRVS_VMinI[3] * :Nature:Sun_VMinI * :Nature:Sun_VMinI * :Nature:Sun_VMinI) - Magnitude_ZeroPoint))","",2008-01-24T17:00:00
Satellite_RVSSpectrometer_Transmissivity_860nm,0.741,,false,true,"The total throughput of the RVS spectrometer (also known as the RVS Opto-Mechanical Assembly or OMA) at 860 nm, including the grating plate, the four prisms, and the bandpass-filter plate, including bulk-transmission losses of the fused-Silica elements. This transmissivity does neither include the transmissivity attenuation linked to scattered light caused by surface rugosity (see parameter Optics_Rugosity_Effective) nor the transmissivity attenuation caused by particulate and molecular contamination of all optics and detectors (see parameter Optics_Attenuation_ParticulateAndMolecularContamination). Note that the total throughput is compliant with the required value of 0.60 specified through Requirement RVS-50 of EADS-Astrium, 29 September 2009, 'Gaia Radial Velocity Spectrometer Opto Mechanical Assembly Requirements Specification', GAIA.ASF.SP.PLM.00025, issue 5, revision 1","EADS-Astrium, 18 April 2011, 'RVS OMA budget report', GAIA.ASF.BG.PLM.00016, issue 6, revision 0","Prism_Transmissivity_860nm[0] * Prism_Transmissivity_860nm[1] * GratingPlate_Transmissivity_860nm * Prism_Transmissivity_860nm[2] * Prism_Transmissivity_860nm[3] * FilterPlate_Transmissivity_860nm","",2011-08-25T12:00:00
Satellite_RVSSpectrum_ResolutionElement_Pixel,3.0504,AL pixel,false,true,"Width of a spectral resolution element in units of AL pixels","Assumed value, derived based on EADS-Astrium, 22 July 2008, 'Gaia Instruments Optical Performances Delivery Explanatory Note', GAIA.ASF.TCN.PLM.00108, issue 1, revision 1, to be consistent with a mean spectrum length of 1100.69 pixels (parameter Spectrum_Length) and the nominal RVS spectral resolving power of 11,500 (parameter Spectrum_ResolvingPower_Nominal)","(WavelengthRange_Centre * 1100.69) / (Spectrum_ResolvingPower_Nominal * WavelengthRange_Length)","",2008-12-12T12:00:00
Satellite_RVSSpectrum_ResolutionElement_NanoMeter,0.0748,nm,false,true,"Width of a spectral resolution element in units of nm","","WavelengthRange_Centre / Spectrum_ResolvingPower_Nominal","\delta\lambda",2006-03-01T09:00:00
Satellite_RVSSpectrum_NumberOfResolutionElements,360.8,,false,true,"Number of resolution elements","","WavelengthRange_Length / Spectrum_ResolutionElement_NanoMeter","",2006-03-01T09:00:00
Satellite_RVSSpectrum_Dispersion,0.02453,nm pixel^-1,false,true,"Spectrum dispersion. EADS-Astrium, 29 September 2009, 'Gaia Radial Velocity Spectrometer Opto Mechanical Assembly Requirements Specification', GAIA.ASF.SP.PLM.00025, issue 5, revision 1, Requirement RVS-57 limits the deviation of the dispersion, anywhere in the RVS FoV, to 1% relative to the theoretical dispersion generated by the specified optical prescription","","Spectrum_ResolutionElement_NanoMeter / Spectrum_ResolutionElement_Pixel","",2007-04-17T16:00:00
Satellite_RVSSpectrum_Sampling_LR,0.07359,nm sample^-1,false,true,"Spectrum sampling in the RVS-LR mode","","Spectrum_Binning_AL_LR * Spectrum_Dispersion","",2006-10-16T10:00:00
Satellite_RVSSpectrum_Sampling_HR,0.02453,nm sample^-1,false,true,"Spectrum sampling in the RVS-HR mode","","Spectrum_Binning_AL_HR * Spectrum_Dispersion","",2006-10-16T10:00:00
Satellite_RVSVideoChain_DetectionNoise_RequirementTotalLR,0.787,e^-,false,true,"Requirement on the video-chain noise in units of electrons","EADS-Astrium, 28 April 2008, 'PEM type-1 Requirements Specification', GAIA.ASF.SP.PLM.00027, issue 6, revision 0, Requirement PEM1-302","1.5 / VideoChain_Gain_LSBPerElectron","",2008-12-15T13:00:00
Satellite_RVSVideoChain_DetectionNoise_RequirementTotalHR,1.312,e^-,false,true,"Requirement on the video-chain noise in units of electrons","EADS-Astrium, 28 April 2008, 'PEM type-1 Requirements Specification', GAIA.ASF.SP.PLM.00027, issue 6, revision 0, Requirement PEM1-302","2.5 / VideoChain_Gain_LSBPerElectron","",2008-12-15T13:00:00
Satellite_RVSVideoChain_DetectionNoise_TotalLR,1.254,e^-,false,true,"Video-chain noise in units of electrons, taking into account that the video chain digitises the video level a certain number of times (1 for SM, 2 for AF1, 8 for AF2-9, 4 for BP, 4 for RP, 8 for RVS-LR, and 2 for RVS-HR) and averages the successive acquisitions in order to reduce noise. The video-chain noise includes ADC noise, DNL noise, analogue video noise, quantisation noise, and rounding noise. The numerical value reflects the mean measured performance of all PEM DMs tested with the FM acceptance EGSE at CRISA","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","2.39 / VideoChain_Gain_LSBPerElectron","",2009-08-12T16:00:00
Satellite_RVSVideoChain_DetectionNoise_TotalHR,1.469,e^-,false,true,"Video-chain noise in units of electrons, taking into account that the video chain digitises the video level a certain number of times (1 for SM, 2 for AF1, 8 for AF2-9, 4 for BP, 4 for RP, 8 for RVS-LR, and 2 for RVS-HR) and averages the successive acquisitions in order to reduce noise. The video-chain noise includes ADC noise, DNL noise, analogue video noise, quantisation noise, and rounding noise. The numerical value reflects the mean measured performance of all PEM DMs tested with the FM acceptance EGSE at CRISA","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","2.80 / VideoChain_Gain_LSBPerElectron","",2010-09-09T16:00:00
Satellite_RVSVideoChain_Gain_LSBPerElectron,1.90551,LSB per e^-,false,true,"Gain of the video chain","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","VideoChain_Gain_LSBPerMilliVolt * CCD_Gain_MicroVoltPerElectron * 1E-3","G2",2009-08-12T15:00:00
Satellite_RVSVideoChain_DynamicRange_MilliVolt,102.3,mV,false,true,"Useful dynamic range of the video chain, after taking the CCD register offset and margins for noise and reference-level variation into account","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0. Reference document: R. Kohley, 7 April 2011, 'Gaia PEM DCDS working principle', GAIA-CH-TN-ESAC-RKO-016, issue 1, revision 0","(pow(2; :Satellite:VideoChain_NumberOfBits) - 1) / VideoChain_Gain_LSBPerMilliVolt - 2 * VideoChain_NoiseAndReferenceLevelVariationMargin - CCD_OutputSignal_ZeroOffset","",2010-09-09T17:00:00
Satellite_RVSVideoChain_DynamicRange,15030,e^-,false,true,"Useful dynamic range of the video chain","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","1E3 * VideoChain_DynamicRange_MilliVolt / CCD_Gain_MicroVoltPerElectron","",2009-08-12T15:00:00
Satellite_RVSVideoChain_Offset_Nominal,13565,LSB,false,true,"Nominal sample offset, in units of LSB","Reference document: R. Kohley, 7 April 2011, 'Gaia PEM DCDS working principle', GAIA-CH-TN-ESAC-RKO-016, issue 1, revision 0","VideoChain_Gain_LSBPerMilliVolt * CCD_OutputSignal_ZeroOffset + :Satellite:PEM:DCDS_Offset","",2011-08-22T14:00:00
Satellite_RVSWavelengthRange_Length,27.0,nm,false,true,"Length of the RVS wavelength range (interval)","","WavelengthRange_Maximum - WavelengthRange_Minimum","\Delta\lambda",2006-03-01T09:00:00
Satellite_RVSWavelengthRange_Centre,860.5,nm,false,true,"Central wavelength of the RVS wavelength range","","WavelengthRange_Minimum + WavelengthRange_Length / 2","\lambda_{\rm cen}",2006-03-01T09:00:00
Satellite_SMCCD_LineDuration,1.965600,ms,false,true,"CCD-line duration (taking along-scan (parallel) hardware binning into account), also known as the period of the parallel transfer-gate clock","EADS-Astrium, 27 January 2010, 'Focal-Plane Assembly General Design Description (FPA GDD)', GAIA.ASF.TCN.PLM.00055, issue 5, revision 0","2 * :Satellite:CCD_TDIPeriod","",2006-03-01T09:00:00
Satellite_SMCCD_Thickness_FieldFreeRegion,4,10^-6 m,false,true,"Nominal thickness of the field-free region of a default (broad-band) CCD, in use in SM","T. Eaton, e2v Technologies, 16 June 2006, 'Gaia CCD FM phase performance assessment report', GAIA-E2V-RP-123, issue 1, Section 3.1.1.6, page 10. Reference documents: A. Short, J.H.J. de Bruijne, 26 September 2003, 'CCD QE and MTF', GAIA-AS-002, Section 4.2 and R. Kohley, 4 February 2009, 'Quantum Efficiency and Pixel Response Non-Uniformity in Gaia CCDs', GAIA-CH-TN-ESAC-RKO-003-01, issue 1, revision 0","CCD_Thickness_Total - CCD_Thickness_DepletionRegion","x_{\rm ff}",2006-09-25T12:00:00
Satellite_SMCCD_DetectionNoise_TypicalTotal,11.52,e^-,false,true,"CCD total detection noise (TDN) in units of electrons (typical value). Total detection noise includes CCD readout noise (RON), CCD dark noise, KTC noise, overall video-chain noise (including ADC noise, analogue noise, and quantisation noise), and coupling and EMC-effects noise","EADS-Astrium, 4 January 2010, 'Focal-Plane Assembly (FPA) Performance Budget', GAIA.ASF.BG.PLM.00008, issue 5, revision 0","sqrt(CCD_DetectionNoise_RONAfterNoiseRejection * CCD_DetectionNoise_RONAfterNoiseRejection + CCD_DetectionNoise_DarkNoise * CCD_DetectionNoise_DarkNoise + CCD_DetectionNoise_JitterNoise * CCD_DetectionNoise_JitterNoise + VideoChain_DetectionNoise_Total * VideoChain_DetectionNoise_Total + CCD_DetectionNoise_CouplingNoise * CCD_DetectionNoise_CouplingNoise + CCD_DetectionNoise_CrossTalkNoise * CCD_DetectionNoise_CrossTalkNoise + CCD_DetectionNoise_EMCNoise * CCD_DetectionNoise_EMCNoise)","",2009-08-12T16:00:00
